PLANT_CODE,BATCH_NO,SIMULATED_HEAT_NO,HR_GRADE,QUALITY_LEVEL,VENDOR_GRADE,BATCH_THICK,BATCH_WIDTH,BATCH_WEIGHT,SENT_DATE,SUPPLIER_TC_NO,CHEM_TREATMENT,SURFACE,REMARK,CARBON_PCT,CARBON_EQ,MANGANESE_PCT,PHOSPHORUS_PCT,SULPHUR_PCT,SILICON_PCT,ALUMINIUM_PCT,NITROGEN_PCT,NITROGEN_PPM,BORON_PCT,COPPER_PCT,CHROMIUM_PCT,NICKEL_PCT,TIN_PCT,YMPA,TMPA,EL_PCT,HARDNESS,UTS,YS,INNER_DIA,OUTER_DIA,READ_FLAG
2000,25J0166R00,93910185,CR3,PRIME,CR3,3.6,1250,27.815,22-10-25,1,NA,NA,DUPLICATE BATCH NO UPDATING,0.035,0.068,0.15,0.014,0.013,0.007,0.049,0,37,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0167R00,36990826,CR3,PRIME,CR3,3,1250,27.815,10-10-25,,NA,NA,,0.04,0.075,0.2,0.013,0.006,0.008,0.043,0.001,40,0.03,0.006,0.012,0.008,0.01,475,325,0.001,80,500,350,756,0,1
2000,25J0168R00,42513388,CR3,PRIME,CR3,3.6,1250,27.705,22-10-25,1,NA,NA,Remarks,0.035,0.062,0.15,0.014,0.013,0.007,0.049,0,37,0.03,0.004,0.015,0.01,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0169R00,94292921,CR3,PRIME,CR3,2.2,1235,27.77,22-10-25,1,NA,NA,Remarks,0.038,0.068,0.16,0.015,0.008,0.008,0.036,0,40,0.03,0.005,0.017,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0170R00,20557320,CR3,PRIME,CR3,2,1230,27.81,22-10-25,1,NA,NA,Remarks,0.034,0.065,0.16,0.018,0.011,0.006,0.047,0,38,0.03,0.003,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0171R00,84503636,CR3,PRIME,CR3,3.6,1250,23.21,22-10-25,1,NA,NA,Remarks,0.039,0.072,0.2,0.02,0.009,0.008,0.06,0,36,0.03,0.003,0.012,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0172R00,38339123,CR3,PRIME,CR3,3,1250,27.78,22-10-25,1,NA,NA,Remarks,0.037,0.07,0.17,0.016,0.01,0.008,0.06,0,39,0.03,0.003,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0173R00,72187487,CR3,PRIME,CR3,2.2,1235,27.85,22-10-25,1,NA,NA,Remarks,0.03,0.064,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.003,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0174R00,24752282,CR3,PRIME,CR3,2,1230,27.695,22-10-25,1,NA,NA,Remarks,0.038,0.07,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.004,0.015,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0175R00,43754077,CR3,PRIME,CR3,2.2,1235,27.855,22-10-25,1,NA,NA,Remarks,0.03,0.06,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.003,0.014,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0176R00,48462608,CR3,PRIME,CR3,2.2,1235,27.79,22-10-25,1,NA,NA,Remarks,0.038,0.07,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.004,0.016,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0177R00,96747959,CR3,PRIME,CR3,2.2,1235,27.765,22-10-25,1,NA,NA,Remarks,0.038,0.07,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.004,0.016,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0178R00,66467101,CR3,PRIME,CR3,2.2,1235,27.845,22-10-25,1,NA,NA,Remarks,0.03,0.063,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.003,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0179R00,31138065,CR3,PRIME,CR3,2.2,1235,27.77,22-10-25,1,NA,NA,Remarks,0.038,0.068,0.16,0.015,0.008,0.008,0.036,0,40,0.03,0.005,0.017,0.01,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0180R00,24573590,CR3,PRIME,CR3,3.6,1250,27.38,22-10-25,1,NA,NA,Remarks,0.034,0.067,0.18,0.019,0.012,0.007,0.048,0,36,0.03,0.004,0.016,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0181R00,17175011,CR3,PRIME,CR3,2,1230,27.805,22-10-25,1,NA,NA,Remarks,0.036,0.067,0.15,0.014,0.013,0.007,0.049,0,36,0.03,0.005,0.014,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0182R00,11013884,CR3,PRIME,CR3,2,1230,27.705,22-10-25,1,NA,NA,Remarks,0.037,0.067,0.17,0.016,0.01,0.008,0.052,0,39,0.03,0.005,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0183R00,81196801,CR3,PRIME,CR3,2,1230,27.8,22-10-25,1,NA,NA,Remarks,0.032,0.067,0.17,0.016,0.005,0.017,0.046,0,36,0.03,0.005,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0184R00,97316137,CR3,PRIME,CR3,2.5,1235,27.8,22-10-25,1,NA,NA,Remarks,0.03,0.066,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.006,0.011,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0185R00,53104512,CR3,PRIME,CR3,2,1230,27.725,22-10-25,1,NA,NA,Remarks,0.037,0.067,0.17,0.016,0.01,0.008,0.052,0,39,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0186R00,65940363,CR3,PRIME,CR3,3,1250,27.8,22-10-25,1,NA,NA,Remarks,0.04,0.067,0.2,0.013,0.006,0.008,0.043,0,40,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0187R00,92595238,CR3,PRIME,CR3,2,1230,27.785,22-10-25,1,NA,NA,Remarks,0.04,0.066,0.2,0.016,0.008,0.006,0.057,0,36,0.03,0.005,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0188R00,38387530,CR3,PRIME,CR3,2.2,1235,27.37,22-10-25,1,NA,NA,Remarks,0.025,0.065,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.005,0.012,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0189R00,89971092,CR3,PRIME,CR3,2,1230,27.305,22-10-25,1,NA,NA,Remarks,0.025,0.065,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.005,0.013,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0190R00,91338356,CR3,PRIME,CR3,2.2,1235,27.87,22-10-25,1,NA,NA,Remarks,0.037,0.067,0.17,0.016,0.01,0.008,0.053,0,39,0.03,0.005,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0191R00,95145221,CR3,PRIME,CR3,2.2,1235,23.155,22-10-25,1,NA,NA,Remarks,0.039,0.067,0.2,0.02,0.009,0.008,0.054,0,36,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0192R00,71707511,CR3,PRIME,CR3,2.2,1235,27.485,22-10-25,1,NA,NA,Remarks,0.025,0.067,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.005,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0193R00,65518671,CR3,PRIME,CR3,2,1230,27.8,22-10-25,1,NA,NA,Remarks,0.034,0.067,0.16,0.018,0.011,0.006,0.047,0,38,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0194R00,72603976,CR3,PRIME,CR3,2,1230,27.435,22-10-25,1,NA,NA,Remarks,0.025,0.067,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.005,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0195R00,19485939,CR3,PRIME,CR3,2,1230,27.495,22-10-25,1,NA,NA,Remarks,0.04,0.072,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.003,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0196R00,26797035,CR3,PRIME,CR3,2,1230,27.65,22-10-25,1,NA,NA,Remarks,0.038,0.068,0.16,0.015,0.008,0.008,0.036,0,40,0.03,0.004,0.015,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0197R00,45295514,CR3,PRIME,CR3,2,1230,27.365,23-10-25,1,NA,NA,Remarks,0.037,0.068,0.16,0.02,0.01,0.01,0.057,0,37,0.03,0.003,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0198R00,44365148,CR3,PRIME,CR3,2.2,1235,27.77,23-10-25,1,NA,NA,Remarks,0.04,0.073,0.2,0.016,0.008,0.006,0.057,0,36,0.03,0.004,0.015,0.01,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0199R00,30877906,CR3,PRIME,CR3,2,1230,27.515,23-10-25,1,NA,NA,Remarks,0.025,0.049,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.004,0.016,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0200R00,16370652,CR3,PRIME,CR3,2,1230,27.795,23-10-25,1,NA,NA,Remarks,0.03,0.063,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.004,0.015,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0201R00,14930652,CR3,PRIME,CR3,2.2,1235,27.795,23-10-25,1,NA,NA,Remarks,0.038,0.071,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.005,0.017,0.01,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0202R00,41718030,CR3,PRIME,CR3,2.2,1235,27.535,23-10-25,1,NA,NA,Remarks,0.036,0.069,0.17,0.019,0.013,0.006,0.049,0,35,0.03,0.003,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0203R00,14163081,CR3,PRIME,CR3,3,1250,21.695,23-10-25,1,NA,NA,Remarks,0.034,0.066,0.17,0.019,0.011,0.008,0.048,0,36,0.03,0.004,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0204R00,76674959,CR3,PRIME,CR3,3.6,1250,21.745,23-10-25,1,NA,NA,Remarks,0.036,0.068,0.18,0.02,0.009,0.008,0.056,0,38,0.03,0.003,0.014,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0205R00,72693823,CR3,PRIME,CR3,2,1230,27.84,23-10-25,1,NA,NA,Remarks,0.03,0.068,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.006,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0207R00,14393417,CR3,PRIME,CR3,2.2,1235,27.315,23-10-25,1,NA,NA,Remarks,0.025,0.067,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.003,0.012,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0208R00,23089359,CR3,PRIME,CR3,2.2,1235,27.705,23-10-25,1,NA,NA,Remarks,0.04,0.075,0.2,0.016,0.008,0.006,0.057,0,36,0.03,0.005,0.014,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0209R00,45994676,CR3,PRIME,CR3,2,1230,27.54,23-10-25,1,NA,NA,Remarks,0.025,0.068,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0210R00,42038091,CR3,PRIME,CR3,2.2,1235,27.445,23-10-25,1,NA,NA,Remarks,0.025,0.067,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0211R00,28852025,CR3,PRIME,CR3,2.2,1235,27.815,23-10-25,1,NA,NA,Remarks,0.038,0.07,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.004,0.015,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0212R00,83144690,CR3,PRIME,CR3,2,1230,27.76,23-10-25,1,NA,NA,Remarks,0.037,0.067,0.17,0.016,0.01,0.008,0.052,0,39,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0213R00,66164253,CR3,PRIME,CR3,3.6,1250,27.365,23-10-25,1,NA,NA,Remarks,0.025,0.05,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.004,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0214R00,95129514,CR3,PRIME,CR3,2,1230,27.38,23-10-25,1,NA,NA,Remarks,0.04,0.072,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0215R00,22802748,CR3,PRIME,CR3,2.2,1235,27.805,23-10-25,1,NA,NA,Remarks,0.037,0.069,0.17,0.016,0.01,0.008,0.06,0,39,0.03,0.003,0.015,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0216R00,75099647,CR3,PRIME,CR3,2,1230,27.62,23-10-25,1,NA,NA,Remarks,0.038,0.067,0.16,0.015,0.008,0.008,0.036,0,40,0.03,0.004,0.013,0.01,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0217R00,26330174,CR3,PRIME,CR3,2,1230,27.38,23-10-25,1,NA,NA,Remarks,0.04,0.073,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.003,0.017,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0218R00,53847156,CR3,PRIME,CR3,2.2,1235,27.755,23-10-25,1,NA,NA,Remarks,0.038,0.066,0.16,0.015,0.008,0.008,0.036,0,40,0.03,0.005,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0219R00,99824073,CR3,PRIME,CR3,2.2,1235,27.745,23-10-25,1,NA,NA,Remarks,0.038,0.069,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.003,0.013,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0220R00,43948940,CR3,PRIME,CR3,2.2,1235,25.595,24-10-25,1,NA,NA,Remarks,0.039,0.068,0.2,0.02,0.009,0.008,0.052,0,36,0.03,0.006,0.011,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0221R00,34243952,CR3,PRIME,CR3,2.2,1235,27.63,24-10-25,1,NA,NA,Remarks,0.038,0.068,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.005,0.015,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0222R00,19462775,CR3,PRIME,CR3,2,1230,27.775,24-10-25,1,NA,NA,Remarks,0.039,0.072,0.2,0.02,0.009,0.008,0.051,0,36,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0223R00,53144639,CR3,PRIME,CR3,2,1230,25.67,24-10-25,1,NA,NA,Remarks,0.034,0.07,0.18,0.019,0.012,0.007,0.048,0,36,0.03,0.004,0.013,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0224R00,61372934,CR3,PRIME,CR3,2.2,1235,27.75,24-10-25,1,NA,NA,Remarks,0.038,0.07,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.004,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0225R00,40152826,CR3,PRIME,CR3,3,1250,27.815,24-10-25,1,NA,NA,Remarks,0.04,0.069,0.2,0.013,0.006,0.008,0.043,0,40,0.03,0.005,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0226R00,25676019,CR3,PRIME,CR3,2,1230,27.47,24-10-25,1,NA,NA,Remarks,0.036,0.072,0.17,0.019,0.013,0.006,0.049,0,35,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0227R00,19696955,CR3,PRIME,CR3,3.6,1250,21.73,24-10-25,1,NA,NA,Remarks,0.036,0.069,0.18,0.02,0.009,0.008,0.056,0,38,0.03,0.005,0.01,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0228R00,28069099,CR3,PRIME,CR3,3,1250,27.805,25-10-25,1,NA,NA,Remarks,0.04,0.68,0.2,0.013,0.06,0.008,0.043,0,40,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0229R00,45753994,CR3,PRIME,CR3,2.2,1235,27.675,25-10-25,1,NA,NA,Remarks,0.039,0.068,0.2,0.02,0.09,0.08,0.06,0,36,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0230R00,45728868,CR3,PRIME,CR3,2.2,1235,21.755,25-10-25,1,NA,NA,Remarks,0.03,0.069,0.16,0.014,0.011,0.006,0.047,0,36,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0231R00,16305639,CR3,PRIME,CR3,2.2,1235,21.61,25-10-25,1,NA,NA,Remarks,0.039,0.069,0.2,0.017,0.009,0.01,0.06,0,37,0.03,0.004,0.017,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0232R00,98796350,CR3,PRIME,CR3,2.2,1235,25.55,25-10-25,1,NA,NA,Remarks,0.039,0.068,0.2,0.02,0.009,0.008,0.06,0,36,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0233R00,42574275,CR3,PRIME,CR3,2.2,1235,21.68,25-10-25,1,NA,NA,DUPLICATE BATCH NO UPDATING,0.029,0.068,0.14,0.016,0.011,0.007,0.054,0,37,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0234R00,85039865,CR3,PRIME,CR3,2,1230,27.46,25-10-25,1,NA,NA,Remarks,0.037,0.068,0.16,0.02,0.01,0.01,0.057,0,37,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0235R00,76638544,CR3,PRIME,CR3,2.8,1250,25.055,25-10-25,1,NA,NA,Remarks,0.038,0.069,0.15,0.014,0.013,0.005,0.052,0,42,0.03,0.006,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0236R00,83583283,CR3,PRIME,CR3,2.8,1250,27.345,25-10-25,1,NA,NA,Remarks,0.037,0.067,0.16,0.02,0.01,0.01,0.057,0,37,0.03,0.005,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0237R00,81799950,CR3,PRIME,CR3,2.5,1235,27.775,25-10-25,1,NA,NA,Remarks,0.038,0.069,0.18,0.014,0.008,0.005,0.04,0,38,0.03,0.005,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0238R00,23101290,CR3,PRIME,CR3,2,1230,27.44,29-10-25,1,NA,NA,Remarks,0.04,0.07,0.2,0.018,0.01,0.011,0.056,0,35,0.03,0.004,0.013,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0239R00,73830707,CR3,PRIME,CR3,2,1230,27.93,29-10-25,1,NA,NA,Remarks,0.034,0.069,0.16,0.018,0.011,0.006,0.047,0,38,0.03,0.005,0.011,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0240R00,85643398,CR3,PRIME,CR3,3.6,1250,25.52,29-10-25,1,NA,NA,Remarks,0.04,0.075,0.2,0.016,0.008,0.006,0.057,0,36,0.03,0.004,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0241R00,92487931,CR3,PRIME,CR3,3.6,1250,25.955,29-10-25,1,NA,NA,Remarks,0.036,0.07,0.17,0.019,0.013,0.006,0.049,0,35,0.03,0.006,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0242R00,19944132,CR3,PRIME,CR3,2,1230,27.62,29-10-25,1,NA,NA,Remarks,0.025,0.068,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.005,0.012,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0243R00,92234365,CR3,PRIME,CR3,2.5,1235,27.595,29-10-25,1,NA,NA,Remarks,0.032,0.069,0.16,0.013,0.009,0.005,0.046,0,36,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0245R00,31790666,CR3,PRIME,CR3,2,1230,27.66,28-10-25,,NA,NA,DUPLICATE BATCH NO UPDATING,0.032,0.069,0.16,0.013,0.009,0.005,0.046,0.001,36,0.03,0.005,0.011,0.007,0.01,475,325,0.001,80,500,350,756,0,1
2000,25J0246R00,32786736,CR3,PRIME,CR3,2,1230,27.52,29-10-25,1,NA,NA,Remarks,0.037,0.068,0.16,0.02,0.01,0.01,0.057,0,37,0.03,0.004,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0247R00,63344592,CR3,PRIME,CR3,2.2,1235,27.425,29-10-25,1,NA,NA,Remarks,0.025,0.05,0.14,0.016,0.01,0.006,0.048,0,39,0.03,0.004,0.016,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0248R00,14662273,CR3,PRIME,CR3,2,1230,27.39,29-10-25,1,NA,NA,Remarks,0.025,0.048,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.003,0.015,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0249R00,58126303,CR3,PRIME,CR3,2.5,1235,29.54,29-10-25,1,NA,NA,Remarks,0.039,0.071,0.2,0.016,0.005,0.005,0.06,0,36,0.03,0.003,0.016,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0250R00,33211694,CR3,PRIME,CR3,2.5,1235,29.65,29-10-25,1,NA,NA,Remarks,0.037,0.069,0.17,0.012,0.008,0.006,0.056,0,34,0.03,0.004,0.012,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0251R00,29281668,CR3,PRIME,CR3,2.2,1235,29.57,29-10-25,1,NA,NA,Remarks,0.033,0.065,0.17,0.018,0.013,0.005,0.057,0,36,0.03,0.004,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0252R00,68362150,CR3,PRIME,CR3,3,1250,27.83,29-10-25,1,NA,NA,Remarks,0.04,0.071,0.2,0.016,0.008,0.006,0.057,0,36,0.03,0.005,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0253R00,25798517,CR3,PRIME,CR3,2.5,1235,27.62,29-10-25,1,NA,NA,Remarks,0.033,0.065,0.17,0.018,0.013,0.005,0.057,0,36,0.03,0.004,0.015,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0254R00,58509724,CR3,PRIME,CR3,2.2,1235,27.875,29-10-25,1,NA,NA,Remarks,0.03,0.063,0.17,0.012,0.009,0.006,0.04,0,38,0.03,0.004,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0255R00,35511500,CR3,PRIME,CR3,2,1230,27.35,29-10-25,1,NA,NA,Remarks,0.025,0.047,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.004,0.015,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0256R00,56449656,CR3,PRIME,CR3,2.2,1235,27.355,29-10-25,1,NA,NA,Remarks,0.025,0.05,0.14,0.02,0.013,0.006,0.05,0,37,0.03,0.004,0.01,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0257R00,34452226,CR3,PRIME,CR3,2,1230,27.555,29-10-25,1,NA,NA,Remarks,0.04,0.073,0.2,0.017,0.011,0.009,0.056,0,38,0.03,0.005,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0258R00,24337410,CR3,PRIME,CR3,2,1230,27.4,29-10-25,1,NA,NA,Remarks,0.04,0.074,0.2,0.017,0.011,0.009,0.056,0,38,0.03,0.004,0.016,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0259R00,23851691,CR3,PRIME,CR3,2,1230,27.38,29-10-25,1,NA,NA,Remarks,0.04,0.074,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.003,0.014,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0260R00,92259199,CR3,PRIME,CR3,2,1230,27.66,29-10-25,1,NA,NA,Remarks,0.037,0.07,0.17,0.012,0.008,0.006,0.056,0,34,0.03,0.003,0.017,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0261R00,62120610,CR3,PRIME,CR3,2.2,1235,27.355,29-10-25,1,NA,NA,Remarks,0.04,0.075,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.004,0.016,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0262R00,22510789,CR3,PRIME,CR3,2.2,1235,29.675,29-10-25,1,NA,NA,Remarks,0.037,0.068,0.17,0.012,0.008,0.006,0.056,0,34,0.03,0.004,0.012,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0263R00,88897021,CR3,PRIME,CR3,2.2,1235,21.705,29-10-25,1,NA,NA,Remarks,0.029,0.052,0.14,0.016,0.011,0.007,0.054,0,37,0.03,0.003,0.014,0.006,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0265R00,28644946,CR3,PRIME,CR3,2.5,1235,29.685,29-10-25,1,NA,NA,Remarks,0.04,0.068,0.16,0.015,0.005,0.007,0.045,0,37,0.03,0.004,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0266R00,96633680,CR3,PRIME,CR3,2.5,1235,27.695,29-10-25,1,NA,NA,Remarks,0.037,0.069,0.17,0.012,0.008,0.006,0.056,0,34,0.03,0.004,0.016,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0267R00,62286239,CR3,PRIME,CR3,2.8,1250,27.32,29-10-25,1,NA,NA,Remarks,0.04,0.069,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.004,0.017,0.009,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0268R00,85166846,CR3,PRIME,CR3,2.8,1260,29.6,29-10-25,1,NA,NA,Remarks,0.039,0.071,0.2,0.016,0.005,0.005,0.06,0,36,0.03,0.004,0.015,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0269R00,51134567,CR3,PRIME,CR3,3.6,1250,29.75,29-10-25,1,NA,NA,Remarks,0.039,0.071,0.15,0.015,0.012,0.011,0.06,0,42,0.03,0.005,0.013,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0270R00,53547210,CR3,PRIME,CR3,3.6,1250,30.365,29-10-25,1,NA,NA,Remarks,0.029,0.069,0.25,0.014,0.008,0.006,0.056,0,36,0.03,0.005,0.011,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0271R00,28155464,CR3,PRIME,CR3,2,1230,27.53,29-10-25,1,NA,NA,Remarks,0.04,0.073,0.2,0.018,0.01,0.011,0.06,0,35,0.03,0.004,0.017,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0272R00,35405720,CR3,PRIME,CR3,2.5,1235,29.47,29-10-25,1,NA,NA,Remarks,0.039,0.073,0.2,0.016,0.005,0.005,0.06,0,36,0.03,0.003,0.014,0.007,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0273R00,21164868,CR3,PRIME,CR3,2.2,1235,21.64,29-10-25,1,NA,NA,Remarks,0.039,0.073,0.2,0.017,0.009,0.01,0.06,0,37,0.03,0.004,0.015,0.008,0.01,475,325,0.01,55,500,350,756,0,1
2000,25J0274R00,26514380,CR3,PRIME,CR3,2.2,1235,20.475,29-10-25,1,NA,NA,Remarks,0.038,0.07,0.17,0.016,0.008,0.014,0.06,0,39,0.03,0.003,0.013,0.007,0.01,475,325,0.01,55,500,350,756,0,1
